mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
150	149	445	445	0.0	0	0	Spanner	3/4	1	1	0													5	
150	149	445	445	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	974				119					5	
150	149	891/2	891/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	975				119					5	
150	149	446	446	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	976				119					5	
150	149	447	447	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	977				119					5	
150	149	445	445	0.0	0	0	Spanner	3/4	2	1	0														
150	149	445	445	0.0	0	0	Spanner	3/4	2	1	0														
150	149	445	445	0.0	0	0	Spanner	3/4	2	1	0									87	87				
150	149	445	445	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	978					87	87				
150	149	446	446	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	979					87	87				
150	149	447	447	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	980					87	87				
151	150	448	448	0.0	0	0	Spanner	3/4	1	1	0								119						
151	150	448	448	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	981				119						
151	150	897/2	897/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	982				119						
151	150	449	449	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	983				119						
151	150	450	450	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	984		ornamentShortTrill								
151	150	448	448	0.0	0	0	Spanner	3/4	2	1	0														
151	150	448	448	0.0	0	0	Spanner	3/4	2	1	0									88	88				
151	150	448	448	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	985					88	88				
151	150	449	449	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	986					88	88				
152	151	451	451	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	987				120						
152	151	1807/4	1807/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	988				120						
152	151	452	452	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	989				120						
152	151	453	453	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	990				120						
152	151	451	451	0.0	0	0	Spanner	3/4	2	1	0														
152	151	451	451	0.0	0	0	Spanner	3/4	2	1	0									89	89				
152	151	451	451	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	991					89	89				
152	151	452	452	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	992					89	89				
152	151	453	453	0.0	1/2	1/2	Spanner	3/4	2	1	0														
152	151	453	453	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	993										
153	152	454	454	0.0	0	0	Spanner	3/4	1	1	0								120				11		
153	152	454	454	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	994				120				11		
153	152	456	456	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	995								11		
153	152	454	454	0.0	0	0	Spanner	3/4	2	1	0									90	90				
153	152	454	454	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	996					90	90				
153	152	455	455	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	997					90	90				
153	152	456	456	0.0	1/2	1/2	Spanner	3/4	2	1	0														
153	152	456	456	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	998										
154	153	457	457	0.0	0	0	StaffText	3/4	1	1	0							dolcissimo							
154	153	457	457	0.0	0	0	Spanner	3/4	1	1	0														
154	153	457	457	0.0	0	0	Spanner	3/4	1	1	0													6	
154	153	457	457	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	999				121					6	
154	153	915/2	915/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1000				121					6	
154	153	458	458	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1001				121					6	
154	153	459	459	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1002				121					6	
154	153	457	457	0.0	0	0	Spanner	3/4	2	1	0									91	91				
154	153	457	457	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1003					91	91				
154	153	458	458	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1004					91	91				
155	154	460	460	0.0	0	0	Spanner	3/4	1	1	0								121						
155	154	460	460	0.0	0	0	Spanner	3/4	1	1	0								121				12		
155	154	460	460	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1005				121				12		
155	154	921/2	921/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1006				121				12		
155	154	461	461	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1007				121				12		
155	154	462	462	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1008				121				12		
155	154	460	460	0.0	0	0	Spanner	3/4	2	1	0														
155	154	460	460	0.0	0	0	Spanner	3/4	2	1	0									92	92				
155	154	460	460	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1009					92	92				
155	154	461	461	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1010					92	92				
156	155	463	463	0.0	0	0	Spanner	3/4	1	1	0								121						
156	155	463	463	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1011				121						
156	155	927/2	927/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1012		ornamentShortTrill		121						
156	155	464	464	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1013				121						
156	155	465	465	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1014				121						
156	155	463	463	0.0	0	0	Spanner	3/4	2	1	0														
156	155	463	463	0.0	0	0	Spanner	3/4	2	1	0									93	93				
156	155	463	463	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1015					93	93				
156	155	464	464	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1016					93	93				
156	155	465	465	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1017					93	93				
157	156	466	466	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1018				121						
157	156	468	468	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1019										
157	156	466	466	0.0	0	0	Spanner	3/4	2	1	0														
157	156	466	466	0.0	0	0	Spanner	3/4	2	1	0									94	94				
157	156	466	466	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1020					94	94				
157	156	467	467	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1021					94	94				
157	156	468	468	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1022					94	94				
158	157	469	469	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1023				122						
158	157	941/2	941/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1024		ornamentShortTrill		122						
158	157	471	471	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1025				122						
158	157	943/2	943/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1026										
158	157	469	469	0.0	0	0	Spanner	3/4	2	1	0														
158	157	469	469	0.0	0	0	Spanner	3/4	2	1	0									95	95				
158	157	469	469	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1027					95	95				
158	157	470	470	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1028					95	95				
159	158	472	472	0.0	0	0	Spanner	3/4	1	1	0													7	
159	158	472	472	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1029				123					7	
159	158	945/2	945/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1030				123					7	
159	158	473	473	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1031				123					7	
159	158	474	474	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1032				123					7	
159	158	472	472	0.0	0	0	Spanner	3/4	2	1	0														
159	158	472	472	0.0	0	0	Spanner	3/4	2	1	0									96	96				
159	158	472	472	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1033					96	96				
159	158	473	473	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1034					96	96				
159	158	474	474	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1035					96	96				
160	159	475	475	0.0	0	0	Spanner	3/4	1	1	0								123						
160	159	475	475	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1036				123						
160	159	951/2	951/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1037				123						
160	159	476	476	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1038				123						
160	159	955/2	955/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1039				123						
160	159	475	475	0.0	0	0	Spanner	3/4	2	1	0														
160	159	475	475	0.0	0	0	Spanner	3/4	2	1	0									97	97				
160	159	475	475	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1040					97	97				
160	159	476	476	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1041					97	97				
160	159	477	477	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1042					97	97				
161	160	478	478	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1043				123						
161	160	480	480	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1044										
161	160	478	478	0.0	0	0	Spanner	3/4	2	1	0														
161	160	478	478	0.0	0	0	Spanner	3/4	2	1	0									98	98				
161	160	478	478	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1045					98	98				
161	160	479	479	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1046					98	98				
161	160	480	480	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1047					98	98				
162	161	481	481	0.0	0	0	Dynamic	3/4	1	1	0					f									
162	161	481	481	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1048				124						
162	161	1927/4	1927/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1049				124						
162	161	482	482	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1050										
162	161	483	483	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1051				125						
162	161	481	481	0.0	0	0	Spanner	3/4	2	1	0														
162	161	481	481	0.0	0	0	Spanner	3/4	2	1	0									99	99				
162	161	481	481	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1052					99	99				
162	161	1927/4	1927/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1053				126	99	99				
162	161	482	482	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1054					99	99				
162	161	483	483	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1055				127	99	99				
163	162	484	484	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1056										
163	162	1939/4	1939/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1057				128						
163	162	485	485	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1058										
163	162	486	486	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1059				129						
163	162	484	484	0.0	0	0	Spanner	3/4	2	1	0														
163	162	484	484	0.0	0	0	Spanner	3/4	2	1	0									100	100				
163	162	484	484	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1060					100	100				
163	162	1939/4	1939/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1061				130	100	100				
163	162	485	485	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1062					100	100				
163	162	486	486	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1063		articAccentAbove		131	100	100				
164	163	487	487	0.0	0	0	Spanner	3/4	1	1	0								129				13		
164	163	487	487	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1064				129				13		
164	163	1951/4	1951/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1065				129				13		
164	163	488	488	0.0	1/4	1/4	Spanner	3/4	1	1	0														
164	163	488	488	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1066										
164	163	489	489	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1067		articAccentBelow		132						
164	163	487	487	0.0	0	0	Spanner	3/4	2	1	0														
164	163	487	487	0.0	0	0	Spanner	3/4	2	1	0									101	101				
164	163	487	487	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1068					101	101				
164	163	1951/4	1951/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1069				133	101	101				
164	163	488	488	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1070					101	101				
164	163	489	489	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1071				134	101	101				
165	164	490	490	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1072										
165	164	1963/4	1963/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1073				135						
165	164	491	491	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1074										
165	164	492	492	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1075		articAccentAbove		136						
165	164	490	490	0.0	0	0	Spanner	3/4	2	1	0									102	102				
165	164	490	490	0.0	0	0	Spanner	3/4	2	1	0									102	102				
165	164	490	490	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1076					102	102				
165	164	1963/4	1963/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1077				137	102	102				
165	164	491	491	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1078					102	102				
166	165	493	493	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1079		articStaccatoAbove								
166	165	1975/4	1975/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1080				138						
166	165	494	494	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1081										
166	165	1979/4	1979/4	0.0	7/16	7/16	Spanner	3/4	1	1	0												14		
166	165	1979/4	1979/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1082				139				14		
166	165	495	495	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1083								14		
166	165	493	493	0.0	0	0	Spanner	3/4	2	1	0														
166	165	493	493	0.0	0	0	Spanner	3/4	2	1	0									103	103				
166	165	493	493	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1084		articStaccatoBelow			103	103				
166	165	1975/4	1975/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1085				140	103	103				
166	165	494	494	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1086					103	103				
166	165	1979/4	1979/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1087				141	103	103				
166	165	495	495	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1088					103	103				
167	166	496	496	0.0	0	0	Spanner	3/4	1	1	0														
167	166	496	496	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1089		articStaccatoAbove								
167	166	1987/4	1987/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1090				142						
167	166	497	497	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1091										
167	166	1991/4	1991/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1092				143						
167	166	498	498	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1093		articAccentBelow								
167	166	496	496	0.0	0	0	Spanner	3/4	2	1	0														
167	166	496	496	0.0	0	0	Spanner	3/4	2	1	0									104	104				
167	166	496	496	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1094		articStaccatoBelow			104	104				
167	166	1987/4	1987/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1095				144	104	104				
167	166	497	497	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1096					104	104				
167	166	1991/4	1991/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1097				145	104	104				
167	166	498	498	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1098					104	104				
168	167	499	499	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1099		articStaccatoAbove								
168	167	1999/4	1999/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1100				146						
168	167	500	500	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1101										
168	167	2003/4	2003/4	0.0	7/16	7/16	Spanner	3/4	1	1	0												15		
168	167	2003/4	2003/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1102				147				15		
168	167	501	501	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1103								15		
168	167	499	499	0.0	0	0	Spanner	3/4	2	1	0														
168	167	499	499	0.0	0	0	Spanner	3/4	2	1	0									105	105				
168	167	499	499	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1104		articStaccatoBelow			105	105				
168	167	1999/4	1999/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1105				148	105	105				
168	167	500	500	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1106					105	105				
168	167	2003/4	2003/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1107				149	105	105				
168	167	501	501	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1108					105	105				
169	168	502	502	0.0	0	0	Spanner	3/4	1	1	0														
169	168	502	502	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1109										
169	168	2011/4	2011/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1110				150						
169	168	503	503	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1111		articAccentBelow		150						
169	168	504	504	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1112										
169	168	502	502	0.0	0	0	Spanner	3/4	2	1	0														
169	168	502	502	0.0	0	0	Spanner	3/4	2	1	0									106	106				
169	168	502	502	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1113					106	106				
169	168	503	503	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1114				151	106	106				
169	168	504	504	0.0	1/2	1/2	Spanner	3/4	2	1	0														
169	168	504	504	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1115										
169	168	503	503	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	1116										
170	169	505	505	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1117				152						
170	169	2023/4	2023/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1118				152						
170	169	506	506	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1119										
170	169	507	507	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1120				153						
170	169	505	505	0.0	0	0	Spanner	3/4	2	1	0									107	107				
170	169	505	505	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1121					107	107				
170	169	2023/4	2023/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1122				154	107	107				
170	169	506	506	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1123					107	107				
170	169	507	507	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1124				155	107	107				
171	170	508	508	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1125										
171	170	2035/4	2035/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1126				156						
171	170	509	509	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1127										
171	170	510	510	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1128		articAccentBelow		157						
171	170	508	508	0.0	0	0	Spanner	3/4	2	1	0														
171	170	508	508	0.0	0	0	Spanner	3/4	2	1	0									108	108				
171	170	508	508	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1129					108	108				
171	170	2035/4	2035/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1130				158	108	108				
171	170	509	509	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1131					108	108				
171	170	510	510	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1132				159	108	108				
172	171	511	511	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1133				157						
172	171	2047/4	2047/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1134				157						
172	171	512	512	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1135										
172	171	513	513	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1136		articAccentBelow		160						
172	171	511	511	0.0	0	0	Spanner	3/4	2	1	0														
172	171	511	511	0.0	0	0	Spanner	3/4	2	1	0									109	109				
172	171	511	511	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1137					109	109				
172	171	2047/4	2047/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1138				161	109	109				
172	171	512	512	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1139					109	109				
172	171	513	513	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1140				162	109	109				
173	172	514	514	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1141										
173	172	2059/4	2059/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1142				163						
173	172	515	515	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1143										
173	172	516	516	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1144		articAccentAbove								
173	172	514	514	0.0	0	0	Spanner	3/4	2	1	0														
173	172	514	514	0.0	0	0	Spanner	3/4	2	1	0									110	110				
173	172	514	514	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1145					110	110				
173	172	2059/4	2059/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1146				164	110	110				
173	172	515	515	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1147					110	110				
174	173	517	517	0.0	0	0	Dynamic	3/4	1	1	0					f									
174	173	517	517	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1148		articStaccatoAbove								
174	173	2071/4	2071/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1149				165						
174	173	518	518	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1150										
174	173	2075/4	2075/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1151				166						
174	173	519	519	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1152		articAccentBelow								
174	173	517	517	0.0	0	0	Spanner	3/4	2	1	0														
174	173	517	517	0.0	0	0	Spanner	3/4	2	1	0									111	111				
174	173	517	517	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1153		articStaccatoBelow			111	111				
174	173	2071/4	2071/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1154				167	111	111				
174	173	518	518	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1155					111	111				
174	173	2075/4	2075/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1156				168	111	111				
174	173	519	519	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1157					111	111				
175	174	520	520	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1158		articStaccatoAbove								
175	174	2083/4	2083/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1159				169						
175	174	521	521	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1160										
175	174	2087/4	2087/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1161				170						
175	174	522	522	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1162		articAccentBelow								
175	174	520	520	0.0	0	0	Spanner	3/4	2	1	0														
175	174	520	520	0.0	0	0	Spanner	3/4	2	1	0									112	112				
175	174	520	520	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1163		articStaccatoBelow			112	112				
175	174	2083/4	2083/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1164				171	112	112				
175	174	521	521	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1165					112	112				
175	174	2087/4	2087/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1166				172	112	112				
175	174	522	522	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1167					112	112				
176	175	523	523	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1168		articStaccatoAbove								
176	175	2095/4	2095/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1169				173						
176	175	524	524	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1170										
176	175	2099/4	2099/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1171				174						
176	175	525	525	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1172										
176	175	523	523	0.0	0	0	Spanner	3/4	2	1	0									113	113				
176	175	523	523	0.0	0	0	Spanner	3/4	2	1	0									113	113				
176	175	523	523	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1173		articStaccatoBelow			113	113				
176	175	2095/4	2095/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1174				175	113	113				
176	175	524	524	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1175					113	113				
176	175	2099/4	2099/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1176				176	113	113				
176	175	525	525	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1177					113	113				
177	176	526	526	0.0	0	0	Spanner	3/4	2	1	0														
177	176	2107/4	2107/4	0.0	3/16	3/16	Dynamic	3/4	2	1	0					pp									
177	176	2107/4	2107/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1178				177						
177	176	527	527	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1179				177						
177	176	2111/4	2111/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1180				177						
177	176	528	528	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1181				177						
178	177	529	529	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1182				177						
178	177	2119/4	2119/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1183				177						
178	177	530	530	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1184				177						
178	177	531	531	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1185				177						
179	178	532	532	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1186				177						
179	178	2131/4	2131/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1187				177						
179	178	533	533	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1188				177						
179	178	534	534	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1189				177						
180	179	535	535	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1190				177						
180	179	2143/4	2143/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1191				177						
180	179	536	536	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1192				177						
180	179	537	537	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1193				177						
181	180	538	538	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1194				177						
